char_name,nu03,nu11,nu12,on_pixel_frac,on_pixel_x_var,on_pixel_y_var,font_name,dct_0,dct_1,dct_2,dct_3,dct_4,dct_5
nine,0.0007212460774074687,0.0004421393174669137,-0.00040975696359481115,0.03959390862944162,8.407626561472716,7.660749506903353,corbel,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.0002507468481186872,0.00036625752169881966,-0.00012249481682206852,0.00688298918387414,1.0612244897959182,0.489795918367347,corbel,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,0.0002214281694179864,-0.00020082229789897502,0.000537328333621911,0.02914572864321608,3.35077288941736,6.385255648038049,corbelb,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,0.00027940555983372504,-0.000281766429769052,0.0005721677098973121,0.033299697275479316,3.944903581267218,5.151515151515151,corbelb,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,0.0002632750166635637,-0.0002300323615067827,0.0004911384129989995,0.028112449799196786,4.075255102040818,4.718112244897959,corbelb,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,0.0007465504427816434,-0.0005069272649280913,0.00043233258074503464,0.037487335359675786,9.52081811541271,4.245434623813002,corbelb,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,0.000643268479610218,-0.00031491131153304125,0.00022967862518596317,0.033299697275479316,4.574839302112029,5.3994490358126725,corbelb,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,0.000764118843271961,-0.00020792281606242844,0.00015899591853251396,0.04170905391658189,7.844140392623437,5.375371802498513,corbelb,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,-4.570805773811094e-05,2.0713754037873908e-05,3.597548899058753e-05,0.045965270684371805,7.162469135802469,7.731358024691358,corbelb,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,0.0003585081371144368,0.0001556804685706463,-0.00010490326616869622,0.030181086519114688,7.6899999999999995,3.956666666666666,corbelb,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,-0.0002081635347074237,-5.905897728166789e-05,-0.0004126677648565707,0.05675954592363261,6.997024793388427,7.991404958677686,corbelb,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,0.0009999998422250192,0.0005931919588021336,-0.0005518254436999617,0.053497942386831275,7.332840236686392,7.782174556213017,corbelb,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.0003547441414165234,0.0004969178970573866,-0.0001718219302978636,0.009861932938856016,1.2399999999999998,0.8099999999999999,corbelb,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,0.0002559401480757149,-0.0001990439999999944,0.00043182112905520813,0.024,4.609375,6.666666666666667,corbeli,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,0.00033995961491013163,-0.00025829210168705144,0.0003627438008267065,0.025025025025025027,6.041599999999999,4.0704,corbeli,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,0.00029657693642993024,-0.0002112201428116352,0.00035691786812294473,0.021956087824351298,5.743801652892561,4.090909090909091,corbeli,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,0.0005779768760833707,-0.00025154737603070773,0.00028667537898651797,0.02914572864321608,10.48989298454221,5.476813317479193,corbeli,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,0.0006393214961440147,-0.00022287385310149047,0.00014818770780666965,0.02708124373119358,6.0,3.925925925925926,corbeli,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,0.0006036706652234459,-3.988630813473574e-05,7.871483376949913e-05,0.02914572864321608,11.491082045184305,4.794292508917955,corbeli,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,6.7793264352303115e-06,4.2002902276320175e-05,-6.525359238899413e-06,0.033299697275479316,8.370982552800736,6.370982552800735,corbeli,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,0.00033098926932316903,0.00022798727810046117,-0.00011138138841093103,0.025025025025025027,10.24,5.2543999999999995,corbeli,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,-8.028574452863585e-05,7.189344877634701e-05,-0.00028269198865653826,0.038539553752535496,9.128116343490305,7.548476454293629,corbeli,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,0.0006312942939539413,0.0004982849743072854,-0.00036503164656109593,0.033299697275479316,8.506887052341598,6.490358126721763,corbeli,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.00020152871320315568,0.0003037883738205456,-0.00011649596443081043,0.005893909626719057,1.2222222222222223,0.47222222222222215,corbeli,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,0.00023477298873116742,-0.0001881443187910053,0.0005427953297888598,0.030181086519114688,3.248888888888889,6.045555555555555,corbelz,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,0.000250071764233284,-0.0002209904538729188,0.000553767238798913,0.03225806451612903,3.8740234375,4.2177734375,corbelz,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,0.00023782564881165414,-0.00018452795486995164,0.0004609599512435164,0.026052104208416832,4.072485207100591,4.1198224852071,corbelz,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,0.0008225096243536813,-0.00037831948302812304,0.0003769201560011862,0.037487335359675786,9.222790357925494,5.246165084002921,corbelz,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,0.0009528285452651515,-0.0003853792352577409,0.0002709812790209267,0.03959390862944162,3.9408284023668636,5.4727153188691675,corbelz,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,0.0008243971024678862,-5.7535720972497954e-05,9.354651029910922e-05,0.04170905391658189,7.844140392623437,5.7441998810232,corbelz,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,-0.0001672347775657611,7.561859649710724e-05,4.761910328043577e-05,0.048106448311156604,6.698053417836126,7.293798098687189,corbelz,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,0.00039925065686874557,0.00025513798391805777,-0.0001372672423869647,0.030181086519114688,8.543333333333333,5.4766666666666675,corbelz,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,-0.0001811730930820984,6.018333447458993e-05,-0.0003523638226978503,0.05675954592363261,7.188099173553717,8.371570247933885,corbelz,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,0.0008476504329132327,0.0005668344246049074,-0.0005504984729290402,0.04918032786885246,6.71484375,7.123263888888888,corbelz,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.0004637412428844337,0.0006150047413328644,-0.0002446295526121603,0.013861386138613862,1.8367346938775506,1.3112244897959184,corbelz,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,-0.00016036339961566254,0.00016795028156366978,0.0003972160068998919,0.021956087824351298,9.340909090909092,5.818181818181818,cour,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,-0.00016307643678325706,0.00013538408357151898,0.00017535586039756507,0.01085883514313919,6.793388429752065,1.867768595041322,cour,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,-0.0002497214822376544,0.00026624071625284534,0.0002839331401041042,0.016881827209533268,8.366782006920415,5.944636678200691,cour,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,-0.00020918703625150394,0.0001871866324681254,0.00032182670667548396,0.021956087824351298,10.87603305785124,5.398760330578512,cour,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,-0.00014132613332763975,7.985933394782776e-05,0.00013119795827310065,0.014866204162537165,5.226666666666668,4.24888888888889,cour,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,-0.0002713055188839308,7.076250014130397e-05,0.00013564193493555273,0.022977022977022976,11.504725897920606,6.869565217391305,cour,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,-0.0001559430965381136,2.7134481492264975e-05,5.6919387707094946e-05,0.026052104208416832,7.674556213017751,6.017751479289941,cour,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,-9.132584835925535e-05,7.564467420505143e-06,9.192354369645059e-06,0.008866995073891626,5.876543209876543,4.098765432098765,cour,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,-0.00013023449483498677,-4.9080000000016295e-05,-0.00014655743796238363,0.024,8.770833333333334,5.916666666666667,cour,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,-0.00020746921253212973,-8.549924131170565e-05,-0.00018151352679881275,0.025025025025025027,7.919999999999999,6.2496,cour,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.00019083828590976288,0.0001813636052290083,-0.00014684786283692737,0.008866995073891626,1.3333333333333333,0.691358024691358,cour,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,-0.0003515763193065575,0.00035903407593772604,0.0008706082747208618,0.044897959183673466,8.25,7.090909090909091,courbd,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,5.844523140968068e-05,-0.00010316760858358454,0.0008093743597412865,0.04170905391658189,10.823319452706722,5.068411659726354,courbd,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,-0.0002108800189208209,0.00026592232470311745,0.0008955648542441344,0.0513347022587269,10.816400000000002,5.97,courbd,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,-0.0003114295381216606,0.0002977257734058062,0.0007897245273111627,0.04703476482617587,10.319943289224952,6.0647448015122905,courbd,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,-0.00019510936608529102,0.0001240558954818505,0.0006241628429151478,0.05458290422245108,7.130651477394089,4.778924884300463,courbd,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,-9.540877159412122e-05,2.0924090214796864e-05,0.0003091115196403412,0.04170905391658189,8.596073765615705,7.4360499702558,courbd,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,-0.00036570337357302906,9.336770036892578e-05,0.0002158398157030676,0.05458290422245108,7.733713065147741,6.657173371306514,courbd,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,-0.0008133047438749117,-8.60068506595158e-05,-2.481135772884784e-05,0.037487335359675786,8.111029948867786,6.096420745069393,courbd,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,-0.0004799645971960539,-0.00014971421147444796,-0.00039310924456595635,0.061139896373056994,7.807526572823901,6.557885665038782,courbd,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,-0.00046218456297787166,-0.0001961652348153831,-0.00048272790825413587,0.05458290422245108,7.681737273050906,6.491990032039872,courbd,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.000217773366417724,0.00018498013127915463,-0.00010295853278325256,0.007874015748031496,1.4375,0.734375,courbd,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,-0.0003723314165696536,0.0005558255593351157,0.0009714601154075291,0.04276985743380855,8.521541950113377,6.866780045351473,courbi,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,6.773283802631315e-05,5.208528210059983e-05,0.0009616962736211974,0.04276985743380855,10.134353741496598,5.420068027210884,courbi,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,-0.00018661025859554914,0.0005261245682336322,0.0011810976797811002,0.053497942386831275,10.941937869822485,9.053254437869823,courbi,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,-0.00030676799124871603,0.000514575221412157,0.0008911360296251662,0.045965270684371805,10.412839506172842,6.94617283950617,courbi,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,-0.00018903644866458266,0.0002866561302637585,0.000845643831083722,0.05675954592363261,6.831074380165291,5.6515702479338845,courbi,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,-0.00014258706628852326,0.0001412088462277914,0.0004634762702875932,0.04276985743380855,8.066326530612244,7.759637188208617,courbi,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,-0.00040527648207281384,0.00034075638810556185,0.0004066128285472035,0.05458290422245108,8.01922392310431,7.87184051263795,courbi,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,-0.0008146055608824555,0.0002521994682120986,0.00015118734762364471,0.037487335359675786,7.786705624543463,5.981008035062089,courbi,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,-0.0004942330040503106,9.370909147057185e-05,-0.00017108122279228528,0.061139896373056994,8.046538351048547,7.0629129560471124,courbi,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,-0.0004543430064536001,5.97350126527042e-05,-0.00032609526071551953,0.05785123966942149,7.713010204081633,7.777742346938775,courbi,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.00019251617192802515,0.00016666858182379997,-9.096649335010024e-05,0.00688298918387414,1.0612244897959182,1.0612244897959184,courbi,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,-9.97912911401554e-05,0.0001810032611257507,0.0004229597250134198,0.0199203187250996,9.059999999999999,6.909999999999999,couri,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,-0.0002020974071810572,0.00026907460888806286,0.0002484773333482002,0.011857707509881422,7.138888888888888,1.8541666666666667,couri,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,-0.00025184343877017077,0.0003813060455148589,0.0002840290844098202,0.013861386138613862,7.428571428571429,7.061224489795919,couri,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,-0.00012846319342257073,0.00020029157940403087,0.00032155972182922743,0.01890547263681592,11.301939058171744,6.692520775623268,couri,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,-0.00021038635281838482,0.00021228275438240745,0.00031992261724192954,0.021956087824351298,5.357438016528926,4.8780991735537205,couri,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,-0.00030360833764379446,0.00023556958430279368,0.0002363075050956164,0.022977022977022976,10.733459357277882,6.173913043478261,couri,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,-0.000144492619507951,0.00011207689456507603,0.00013130613290985666,0.025025025025025027,7.7216,7.062400000000001,couri,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,-7.191601928498665e-05,3.649029197666337e-05,3.980192597092665e-05,0.007874015748031496,6.4375,4.734375,couri,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,-0.00017318012237332967,4.669876356633046e-05,-5.076724673130014e-05,0.022977022977022976,8.945179584120984,7.183364839319472,couri,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,-0.00015734536955893936,2.4625948600050465e-05,-9.02852699159183e-05,0.021956087824351298,7.6115702479338845,6.421487603305786,couri,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.00019083828590976288,0.00014704903885959345,-0.00011340553046346134,0.008866995073891626,1.3333333333333333,1.3333333333333333,couri,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,-6.399001847685693e-05,8.302698446563124e-05,0.0005799176452910184,0.03434343434343434,10.78287197231834,7.689446366782007,ebrima,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,-0.00011023505481216063,7.251999999998951e-05,0.0004461255764381294,0.024,8.576388888888888,1.6666666666666667,ebrima,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,0.00011065741885848247,-4.6128244871575954e-05,0.0005008575401828111,0.03225806451612903,12.18359375,5.8349609375,ebrima,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,5.1522940884336255e-05,-3.686066815626939e-05,0.0004214096494710447,0.03121852970795569,10.980228928199791,5.119667013527576,ebrima,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,5.316370170127971e-05,1.1567402644666933e-05,0.00026187091848916795,0.03225806451612903,6.40234375,6.40234375,ebrima,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,-5.710731248811248e-05,-6.064639718528757e-05,0.00016437465289920154,0.03538928210313448,11.472653061224491,6.290612244897959,ebrima,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,0.00010075688010643536,-3.0504933990481582e-05,6.405490424563998e-06,0.04065040650406504,9.11,7.994375,ebrima,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,-0.0002755083400088342,6.135999999998603e-06,-5.361761281612783e-05,0.024,9.916666666666666,4.416666666666667,ebrima,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,5.879111878835471e-05,-5.270239539331846e-06,-0.00035791764748368616,0.04703476482617587,9.22684310018904,8.32939508506616,ebrima,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,-0.0001173418899304042,-0.00011766418248637114,-0.00045064057166596753,0.04276985743380855,8.900793650793652,7.9024943310657605,ebrima,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.00021227442905981375,0.00031446537542035354,-0.00010639938458482355,0.005893909626719057,1.2222222222222223,0.47222222222222215,ebrima,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,0.0,0.0,0.0014510870057820036,0.06666666666666667,8.125,8.046875,ebrimabd,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,-0.00022290692178643498,0.00015080763918562767,0.0010809040593860403,0.04918032786885246,8.414930555555555,3.4722222222222228,ebrimabd,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,0.00019415694375042553,-7.802946623747261e-05,0.001062765032160048,0.060041407867494824,10.623365041617122,6.797859690844233,ebrimabd,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,0.00010056534180167298,-4.8300098922864713e-05,0.0008419358876048444,0.05675954592363261,9.551735537190085,5.981487603305785,ebrimabd,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,0.00017455708333744357,-5.6328359886173014e-05,0.0006631292714359016,0.060041407867494824,5.901307966706301,6.318965517241379,ebrimabd,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,2.0851934509689824e-05,-0.00011128867925972438,0.0003765800212762284,0.06224066390041494,10.014166666666666,6.520833333333333,ebrimabd,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,0.00016887343122651285,-6.157730157196702e-05,0.00012035868073952325,0.06334371754932502,8.0268744961032,8.045686643375436,ebrimabd,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,-0.0004241803082538114,1.2565191794064923e-05,-9.339369847910338e-05,0.04703476482617587,9.41209829867675,5.002362948960302,ebrimabd,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,4.9900800272113246e-05,5.688624258397658e-05,-0.0005729306664677185,0.07225130890052356,8.765385423230414,8.19785759294266,ebrimabd,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,-0.0002006625230191232,-0.00013547450527069826,-0.0008099137090201976,0.07001044932079414,8.087324571173983,8.925818667854758,ebrimabd,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.0003822601402920331,0.0005345974827387691,-0.00019590640247062836,0.01085883514313919,1.3388429752066116,0.7768595041322314,ebrimabd,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,-0.00038692436956599225,0.00038505649873138436,0.0009187075390133227,0.048106448311156604,8.20733363512902,8.935264825712991,framd,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,-0.00010002199894489411,4.221536701958977e-05,0.0009691077528917194,0.04703476482617587,9.735349716446123,6.206049149338374,framd,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,-0.0002755474385302153,0.0003585875765074028,0.0011159327008732967,0.05785123966942149,10.823660714285714,7.759885204081634,framd,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,-0.0004564486312481393,0.0003791207755405814,0.0008267933078764923,0.053497942386831275,9.513313609467456,8.240754437869823,framd,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,-0.00022993731789286618,0.00015917337093591355,0.0005996551496133489,0.05458290422245108,6.149519401922393,6.736205055179779,framd,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,-0.0001620304803925211,-7.585126893887498e-06,0.00030622248117360246,0.04918032786885246,7.826388888888888,9.985677083333334,framd,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,-0.0004923123689662654,2.651346701745365e-05,7.457922477167373e-05,0.060041407867494824,7.870689655172414,9.689655172413794,framd,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,-0.0007264260409605291,-5.156681502495466e-05,-7.189849985520479e-05,0.04065040650406504,9.844375000000001,5.099375,framd,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,-0.0005399101859157351,-0.00018453150027326345,-0.0004553997292356552,0.06777893639207508,8.340828402366864,9.445207100591716,framd,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,-0.0006504647231825039,-0.00037937316471066434,-0.0006104937832886925,0.05894519131334023,8.308402585410896,9.583256386580487,framd,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
comma,0.00020592647075734055,0.000265071888411504,-0.00016884745211026502,0.007874015748031496,1.0,0.609375,framd,8112.187500000001,29.73677664378118,-52.20575431058878,40.305292769864664,32.50962259648486,-13.127918687247142
zero,-0.00039411336904066204,0.0004899226146681586,0.0010158792001614518,0.04918032786885246,8.166666666666666,9.493055555555555,framdit,7881.093750000001,-5.840091471611041,239.69679783029494,317.4047134346972,5.626301368496685,69.0619766611474
one,-0.00016101472700737134,0.00023793657404652048,0.0009652554736070178,0.044897959183673466,10.613119834710744,5.045454545454546,framdit,7944.843750000001,-27.47831881321226,200.18661861457295,249.67005129503676,21.344843078157233,33.76060215383287
two,-0.00033650508496557935,0.0004975277167349088,0.000837261540870457,0.04703476482617587,11.15879017013233,8.58601134215501,framdit,7777.500000000001,21.084660255048927,338.2035858642995,407.3516537253554,-12.147245383908626,73.0014156461267
three,-0.0003591134504005714,0.000368950976201856,0.0007929684194646001,0.04703476482617587,10.032136105860115,7.2783553875236295,framdit,7857.187500000001,0.10523012735676895,220.01866358772568,343.9092706237957,-1.9621982141725864,155.67261398560396
four,-0.0002716542072788008,0.00027879353360037596,0.0005471521137662083,0.04703476482617587,6.5732514177693755,7.412570888468812,framdit,7857.187500000001,-5.145323402520745,140.9186267302942,377.8013646882632,3.8217371812943153,292.81885870545426
five,-0.000558172677681322,0.0002207813289626169,0.0003655726448153344,0.05458290422245108,10.126735493058028,7.864008543965824,framdit,7817.343750000001,-7.046750560508445,99.37543463829451,398.7721827148271,-1.2885304687610226,369.0170708078308
six,-0.00041132741560730005,9.959966927877473e-05,0.00015112624959306932,0.060041407867494824,8.570749108204518,9.35344827586207,framdit,7777.500000000001,2.3111681852839108,-3.370096580559178,453.81055791803306,-3.0316458841697824,447.1238519961648
seven,-0.000705857696931146,0.00011327255319693723,-2.9695679215005382e-05,0.04065040650406504,9.4375,5.849375,framdit,7857.187500000001,-96.48358840456244,-49.612313525784586,301.5148854496771,-2.707528909279246,373.77952641715314
eight,-0.0004617469784394678,-5.957021508475527e-05,-0.0003612146955591676,0.06444906444906445,8.33012486992716,9.473465140478668,framdit,7761.562500000001,-5.434853306498,-144.5968804046692,470.84963417733013,-1.9045696327699022,406.22788244182846
nine,-0.00042840081218533174,-0.00019759108850701506,-0.0006094861597201204,0.05894519131334023,8.026469682979378,8.583564173591874,framdit,7793.437500000002,-8.65189380104189,-206.68498029617743,431.4928432568164,-5.603882932218486,282.1111863277587
