label,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8,eig_9,eig_10,eig_11,eig_12,eig_13,eig_14,eig_15,eig_16
six,15.323590124233283,-1.7368858248004526,0.41329570056716536,1.0000000000000007,-9.158273134585084e-16,-9.158273134585084e-16,4.3242321223677984e-16,2.3179654808160794e-16,1.9287830228151605e-16,-6.720136061788372e-17,-6.720136061788372e-17,1.5002782727230096e-19,0.0,0.0,0.0,0.0
seven,15.646787299443233,-0.8233936497216184,-0.8233936497216184,-1.1176341362623413e-16,1.5463596575370233e-16,1.000000000000001,-1.760129790183318e-16,-1.760129790183318e-16,1.0000000000000004,-1.9132336962815287e-16,-4.2470593409457444e-18,-7.364983951386514e-48,5.322405787793291e-80,0.0,0.0,0.0
eight,15.126870650821424,-1.2149543748174496,0.7515146697142903,-0.3317154728591309,-0.3317154728591309,2.9218207326124547e-16,2.9218207326124547e-16,1.24691988489997e-16,-7.248206715097916e-17,-2.9304469414457706e-17,2.90704041481303e-31,-7.596454196607839e-64,-7.490682167507517e-96,0.0,0.0,0.0
nine,15.294164408140839,-0.5254351067459252,-0.5254351067459252,-0.24329419464898033,-1.0000000000000002,9.522434632446163e-16,-4.146534712407438e-16,3.1353785084746923e-17,3.1353785084746923e-17,3.7440037965796836e-16,1.337126200528906e-16,0.0,0.0,0.0,0.0,0.0
comma,15.745966692414836,1.2630894076118813e-16,0.2540333075851661,-4.946856436762656e-17,-4.946856436762656e-17,3.757703072700254e-09,-3.757703177447092e-09,-1.1422626402871764e-16,4.734440608544828e-16,3.713482264286136e-17,7.582153166106823e-18,2.281841113294046e-18,-1.9252794591171108e-19,0.0,0.0,0.0
zero,15.487627639515058,0.28880045498919976,0.22357190549573336,4.1873259207522604e-16,3.3741446880439687e-16,-5.808223798461551e-17,-5.808223798461551e-17,6.19946236000146e-17,6.19946236000146e-17,1.0568131148748907e-17,-2.1872404923127563e-17,-7.703719777548943e-34,1.214306433183765e-17,0.0,0.0,0.0
one,15.615773105863918,2.818901176323889e-16,0.38422689413609146,-1.2138104603295756e-16,4.923721185662131e-17,4.923721185662131e-17,2.943558135657305e-17,6.026894629471451e-18,6.026894629471451e-18,-3.613403930478608e-17,-5.043236784985333e-17,0.0,-4.3140830754274083e-32,-1.5192908393215678e-64,-2.0526832973508063e-48,0.0
two,15.74981949053838,-0.9502667567247267,0.20044726618635772,1.6700087053379365e-16,1.33395676697351e-16,3.579385006165779e-17,-7.352171222501327e-17,-7.352171222501327e-17,-5.365273189874893e-17,-9.597160750418799e-18,-9.597160750418799e-18,2.5037089277034066e-33,3.4694469519536073e-18,-5.49825883218966e-49,1.1394681294911758e-64,0.0
three,15.745966692414836,-3.838133821362468e-17,0.25403330758516646,7.794780514292655e-17,7.794780514292655e-17,-9.731996337452811e-20,-3.4896853038308566e-18,-3.4896853038308566e-18,-1.038354858844775e-17,-1.112306429921808e-17,-1.112306429921808e-17,-1.3877787807814463e-17,1.5407439555097887e-33,0.0,0.0,0.0
four,15.565808694198331,-0.8051734139626678,0.23936471976435367,-7.253688876525872e-17,-7.253688876525872e-17,2.5004782894168057e-16,2.5004782894168057e-16,1.0000000000000004,-4.9892499531131784e-17,-4.9892499531131784e-17,-1.9627237235757872e-17,-1.6416039162775082e-19,0.0,-1.92592994438724e-34,0.0,0.0
five,15.704244163028907,-0.4676209273212427,-0.4676209273212427,0.23099769161357567,-7.361065240186256e-17,3.9876650005111524e-16,-1.0000000000000002,1.041882970412168e-16,1.7766142259885337e-16,-8.383817308051028e-17,-2.443069547757844e-17,1.720575215302416e-33,-2.996248090327554e-65,-2.1084395886461046e-81,0.0,0.0
six,15.591994456090701,-1.2218698335412272,0.6298753774505153,5.716672990676031e-17,5.716672990676031e-17,-1.1857291388115393e-16,-1.1857291388115393e-16,-2.003212657871926e-16,-3.5251531918016503e-16,1.8644313429904448e-16,1.8644313429904448e-16,2.1382117680737565e-49,2.1084395886461046e-81,0.0,0.0,0.0
seven,15.761355820929161,-0.7613558209291535,-1.390341254928463e-16,2.505063001816764e-16,1.0,-1.0000000000000007,1.0,2.209028037329562e-16,4.463185963646999e-17,-7.623128421192071e-18,-7.623128421192071e-18,-7.759219712386357e-49,6.653007234741613e-81,4.6816763546921983e-97,0.0,0.0
eight,15.467532432984942,-0.9125258631615241,0.22249671508828764,0.22249671508828764,4.066536963146529e-16,1.741518869437987e-16,-1.585747370462638e-16,-1.585747370462638e-16,-1.5145737246434603e-17,3.555418031347814e-31,3.555418031347814e-31,3.2150770442588056e-49,2.3636229808025223e-95,1.663265562503184e-111,0.0,0.0
nine,15.527394300838854,-0.3612626824245892,-0.3612626824245892,0.1951310640103355,9.732021663997494e-09,-9.732021596708945e-09,3.547839477967674e-16,2.2024682593101757e-16,2.2024682593101757e-16,-3.384520838905289e-16,-1.3104303314691818e-16,0.0,0.0,0.0,0.0,0.0
comma,15.874007874011815,0.12599212598818918,1.8607959629402897e-16,-2.545524862953136e-16,-4.33305085729909e-17,4.703413831536106e-31,3.810234896070046e-30,2.4542016502064878e-59,-1.1010599071549468e-46,6.145828781465279e-65,-1.588076698168246e-77,6.055392293203964e-81,0.0,1.03954097656449e-112,0.0,0.0
zero,14.982179906608984,0.5256916582772968,-0.5078715648862693,6.311830002206179e-16,2.772658257313286e-16,-2.1454133774232164e-16,-2.1454133774232164e-16,-7.850272167116376e-18,-7.850272167116376e-18,6.007553610970284e-17,-3.2524597935738224e-17,-3.2524597935738224e-17,5.135813185032527e-34,1.2016750136574512e-47,0.0,0.0
one,15.549834435270759,0.45016556472925034,2.7302876942277277e-16,1.6488391818852693e-16,1.6488391818852693e-16,-1.175868758667299e-16,-4.875929788711395e-17,4.2610040040064045e-18,4.2610040040064045e-18,-1.0518581423950332e-17,-4.6408411971474174e-18,-4.6408411971474174e-18,2.02857168299113e-34,0.0,0.0,0.0
two,15.491413433564897,-0.9147979844811475,0.42338455091625976,1.5719393449729058e-16,1.5719393449729058e-16,1.0695282123241213e-16,-7.656640293305361e-17,-1.1654899379772949e-16,-2.334510857914546e-17,5.408469928716362e-18,-5.446976020821046e-18,-1.038940160758957e-17,2.2065306878627047e-32,0.0,0.0,0.0
three,15.24620676245412,0.06749498395198794,0.06749498395198794,0.6188032696419029,5.108967130487264e-16,1.7108501604143148e-16,1.7108501604143148e-16,-9.317547881347671e-17,-9.317547881347671e-17,-1.6330937319567245e-16,-5.120424551311957e-18,4.3368086899420495e-19,2.1382117680737565e-50,-2.287041808959822e-34,0.0,0.0
four,15.381890856292216,-0.6965100884628278,1.0000000000000004,0.15730961608531258,0.15730961608531258,4.3868467862207684e-16,1.485200904784228e-16,-1.1635610649088946e-17,-1.1635610649088946e-17,-7.66163265744488e-17,-7.66163265744488e-17,-4.995467637690909e-35,0.0,-1.7105694144590083e-49,0.0,0.0
five,15.585462531008721,-0.8376217018234946,-0.8376217018234946,0.0448904363191292,0.0448904363191292,-4.0694439174506666e-17,-4.0694439174506666e-17,-1.231936725701874e-16,-5.2448003731422985e-18,-5.2448003731422985e-18,3.052129948211915e-18,-7.703719777548943e-33,-7.596454196607839e-65,0.0,0.0,0.0
six,15.425295505635654,-1.7022315339211622,0.13846801414276255,0.13846801414276255,-3.0471952131710944e-09,3.047195290366289e-09,1.3975957371247912e-16,1.3975957371247912e-16,1.4945009982413944e-16,-7.471656195439857e-17,-7.471656195439857e-17,6.281233414341308e-33,0.0,1.9581446557918066e-64,0.0,0.0
seven,15.704258953271058,-0.8521294766355243,-0.8521294766355243,1.0000000000000002,1.3670735298680598e-16,-6.058540071351846e-17,1.0000000000000002,1.496928823632266e-16,-6.476107601412016e-17,1.8783482690978824e-17,-2.6327016368647572e-17,0.0,0.0,0.0,0.0,0.0
eight,15.04112928587129,-1.9090417105522182,1.1342470844954815,-0.18021308118000184,-0.18021308118000184,0.09409150254546081,-1.6101713826146588e-15,4.354685089293898e-16,4.354685089293898e-16,1.6737875142207963e-16,9.763039426786251e-17,4.041296028690272e-35,-5.322405787793291e-80,0.0,0.0,0.0
nine,15.409372839047581,-0.5016771433641655,-0.5016771433641655,0.29699072384037284,0.29699072384037284,-5.424374796677383e-16,-5.424374796677383e-16,8.437621241799969e-16,8.689869366689387e-17,8.689869366689387e-17,-3.291344296407592e-18,0.0,0.0,0.0,0.0,0.0
comma,15.81024967590665,0.18975032409334494,8.612930586866196e-17,8.612930586866196e-17,5.914901800000094e-16,1.3634987013190075e-17,1.3634987013190075e-17,-1.824328415044788e-17,-3.9105196631182256e-32,-3.9105196631182256e-32,-4.584084747435208e-34,-1.0367074705920646e-48,-1.1345117013007438e-49,-5.852095443365248e-98,-7.906648457422892e-82,0.0
zero,15.570047906120333,-0.8180152533336711,0.12398367360667316,0.12398367360667316,1.7442093490283816e-16,-4.5770031980131927e-17,-4.5770031980131927e-17,-1.4183387102481238e-16,-1.4183387102481238e-16,-4.3635425621900745e-31,-8.714442687523569e-32,-1.7519063621106922e-32,1.416738707667362e-62,3.3332237202909674e-49,0.0,0.0
one,15.603647608980342,-1.0847097078430978,0.5824928696628933,-0.1014307708001312,1.5324100513550638e-16,1.5324100513550638e-16,-1.9285629769040747e-16,3.7007762312472995e-18,-7.591255132639195e-17,8.434231428399495e-32,8.434231428399495e-32,-4.832605216347711e-32,1.3431905593549823e-47,0.0,0.0,0.0
two,15.581718738763183,-0.43376283428410434,-0.14795590447907503,3.720524558870005e-16,3.720524558870005e-16,-3.595071779896949e-16,-3.595071779896949e-16,-3.115916465790807e-17,-1.2727022785571604e-18,5.7453504317508766e-18,-1.5778528997502632e-19,-1.5778528997502632e-19,1.038511387376173e-34,0.0,0.0,0.0
three,15.523156626083283,-0.7615783130416349,-0.7615783130416349,2.4661735774970577e-16,-1.6591110126818365e-16,-1.6591110126818365e-16,1.0,-5.4808264230979725e-17,-5.4808264230979725e-17,3.0895208240344075e-16,-4.1053371793958974e-16,1.1644687539419192e-17,-7.233906277870684e-18,-1.8991135491519597e-65,-2.565854121688508e-49,0.0
four,15.639410298049853,-1.0039140369976374e-16,-0.6394102980498528,-7.449123263012453e-17,-7.74761783769448e-18,-7.74761783769448e-18,3.577298498997151e-18,-2.0082047863963957e-19,-2.711136001504526e-20,-2.711136001504526e-20,-6.556434115915621e-20,-6.556434115915621e-20,-2.1149380476729863e-21,0.0,0.0,0.0
five,15.534223370730777,-0.8906869700306953,-0.8906869700306953,-0.7528494306693916,3.050275223964783e-16,3.050275223964783e-16,-1.5882919275312282e-16,-1.5882919275312282e-16,1.0921469236316218e-16,-3.308740096680583e-17,1.838437916366447e-30,4.4552859239513465e-32,2.4472597243048317e-32,0.0,0.0,0.0
six,15.584791485276792,-1.0971611377651698,0.970837665547411,0.2707659934704856,0.2707659934704856,2.7932091388459343e-16,-8.933253526349673e-17,-8.933253526349673e-17,4.921366092660143e-17,2.30662827673649e-17,-8.162728562132023e-17,-3.851859888774472e-33,-3.7982270983039195e-65,0.0,0.0,0.0
seven,15.538933611662912,-0.5348569536283144,-0.5348569536283144,-0.4692197044062652,1.5940691152568873e-09,-1.5940669901125763e-09,-1.9305556258301644e-15,2.4668522829109096e-16,2.4668522829109096e-16,-2.359882347046081e-16,-2.3223817730824332e-17,-8.210632898854973e-18,2.7369110631344083e-48,-3.7572887171031835e-32,0.0,0.0
eight,15.397293132789237,-0.4093735460218433,-0.4093735460218433,0.4214539592544458,2.0108666630484253e-06,2.0108666630484253e-06,-4.021733325519695e-06,-2.9276843040544897e-16,4.3323122126633526e-16,-5.3194598157246926e-21,1.2630613037114974e-16,1.2630613037114974e-16,-4.6287600395124073e-48,0.0,0.0,0.0
nine,15.44234787904677,0.2788260604766146,0.2788260604766146,-6.8322506059837386e-09,-6.8322506059837386e-09,-1.8524934214054012e-16,-1.8524934214054012e-16,6.83225100412421e-09,6.83225100412421e-09,4.0866272045837086e-16,8.291422181182971e-17,8.291422181182971e-17,-4.3786044088314724e-16,0.0,0.0,0.0
comma,15.937253933193768,0.06274606680622827,1.699229309907877e-16,1.699229309907877e-16,-3.99604278161545e-18,1.8679258403237537e-28,-8.578997484715478e-32,3.635026711752858e-48,-1.7186223983573098e-64,-3.805319127209236e-57,1.0818736473909145e-80,-1.467634744472406e-80,-2.308244654446434e-128,-2.293655389508874e-112,0.0,0.0
zero,15.453250125146635,-0.6166415845687607,0.0816957297110679,0.0816957297110679,-5.344363044396783e-16,3.4945502109626306e-16,-1.7600226305813754e-16,4.212905161775636e-17,-3.498078153960221e-17,4.0577038524450887e-32,4.0577038524450887e-32,-2.2318390222858956e-32,-6.077163357286271e-64,6.158049892052419e-48,0.0,0.0
one,15.689439139669494,0.15528043016524962,0.15528043016524962,3.931215313361926e-16,-1.7100233462490807e-16,-1.7100233462490807e-16,4.16588358584364e-19,-7.177549238537314e-32,-1.30528029894499e-29,4.136730284601729e-32,0.0,6.842277657836021e-48,6.747006683667535e-80,0.0,0.0,0.0
two,15.619975104197817,0.19001244790109703,0.19001244790109703,6.545607003055377e-17,6.545607003055377e-17,-1.1756471318440445e-16,-1.1756471318440445e-16,-2.8553084750641514e-17,-5.5303502308453e-18,-5.5303502308453e-18,-1.605631261533162e-18,-1.605631261533162e-18,-1.0091903811055685e-35,1.4836824602749686e-67,2.0045735325691467e-51,0.0
three,15.346009913040444,-0.6073725977249962,-0.6073725977249962,-0.1312647175904453,1.0,-9.19897702850759e-16,9.594902975755718e-16,8.925693196689419e-17,8.925693196689419e-17,-1.8957884303849273e-16,-3.389651646053652e-17,-1.5854353443479741e-19,-1.5854353443479741e-19,-5.8017717272649734e-36,0.0,0.0
four,15.46561157815119,-2.0230052994524974,1.2834594140204392,0.273934307280874,4.1953693624822725e-16,-8.311749977236725e-17,7.424246490082356e-17,5.176333358936288e-17,1.5883237115096782e-18,1.937352221642688e-29,4.929055560450642e-32,4.929055560450642e-32,-1.2446030555722283e-60,1.91088626038089e-44,0.0,0.0
five,15.326237921249275,-1.9999999999999998,-0.3262379212492641,-5.810340076522992e-10,4.64373823613099e-16,-3.5963439807652813e-16,-1.3729714962744548e-16,-1.0361056053666394e-16,-1.0361056053666394e-16,2.3712303180098525e-17,5.810339701297826e-10,2.0272870475379355e-18,-1.7025586955162984e-17,2.4317659207425976e-37,0.0,0.0
six,15.408527469234482,-1.1070449413024563,0.4584739698013375,0.4584739698013375,-0.21843046753469034,-1.027195691353525e-15,7.982070558247951e-16,7.982070558247951e-16,-1.0434391874825908e-16,-2.8421368237746486e-17,-2.81606612703023e-18,1.8932515277255144e-31,0.0,0.0,0.0,0.0
seven,15.523156626083281,-5.143362159551669e-16,-5.143362159551669e-16,-0.7615783130416338,-0.7615783130416338,1.2730647063833583e-16,1.2730647063833583e-16,1.1140656390038992e-15,-2.5453911197746835e-16,-8.251269247234369e-17,-8.251269247234369e-17,6.4930921378975445e-18,-5.011177562173076e-32,0.0,0.0,0.0
eight,15.246506302782995,-1.2201381074146596,0.23877838520044797,0.23877838520044797,-0.5039249657692199,-1.230948317342714e-15,-3.726847622840804e-16,-1.6270576618363238e-16,2.2613750021359895e-16,2.2613750021359895e-16,-2.4626668071042504e-17,5.805005168849667e-17,1.8991135491519597e-65,-2.2617196661103242e-49,0.0,0.0
nine,15.25190253085677,0.37404873457161636,0.37404873457161636,-2.7013029551456684e-09,-2.7013029551456684e-09,2.7013032391481104e-09,2.7013032391481104e-09,-3.2210309418994894e-16,3.485145461421837e-16,2.274301397375725e-16,2.274301397375725e-16,4.6012598339528395e-17,2.0245004557757564e-31,5.397605346934028e-79,7.292596028743525e-63,0.0
comma,15.874007874011815,0.12599212598818918,8.524365319776438e-18,8.524365319776438e-18,-1.2885212921378284e-16,-7.184307487778542e-32,6.040196912530396e-31,-4.861730685829017e-63,-1.445578365031905e-47,-1.761249790132911e-64,2.0241020051002605e-79,9.651565399784363e-81,6.636772162495863e-114,6.636772162495863e-114,0.0,0.0
zero,15.507560842897679,-0.693523357267909,0.1859625143702435,-1.0000000000000004,-4.060745990951406e-16,6.016185749133329e-17,6.016185749133329e-17,-1.7350366438331754e-16,-1.0660146355853607e-17,-1.0660146355853607e-17,2.9244406954051737e-18,-6.001582811283267e-32,1.2154326714572542e-63,8.514834418640382e-48,0.0,0.0
one,15.606303712440562,-1.579765019869486,0.9734613074289412,-8.65665086724094e-11,8.656651559645378e-11,2.8996918404350847e-16,2.8996918404350847e-16,-6.935219932911931e-17,-6.935219932911931e-17,4.197491411420587e-17,-3.618481600661739e-17,1.6610730764695198e-18,-7.979868575470351e-36,0.0,0.0,0.0
two,15.483314773547876,-0.9999999999999998,-1.8441431834086263e-09,1.8441432835758992e-09,0.5166852264521173,2.6393075551353074e-16,2.6393075551353074e-16,1.7491214584013296e-17,1.7491214584013296e-17,-7.599006219127114e-17,-9.589752719575067e-19,-9.589752719575067e-19,0.0,1.3877787807814457e-17,0.0,0.0
three,15.585208060562255,-0.7926040302811304,-0.7926040302811304,6.847581586413968e-17,6.847581586413968e-17,0.9999999999999993,9.858036721805611e-17,7.842268237951364e-17,7.842268237951364e-17,5.357798650730921e-18,-1.4847326330914384e-34,2.4293641912201145e-31,-6.360310642284686e-32,0.0,0.0,0.0
four,15.488169452318495,-1.6344965265836804,0.5731635371325966,0.5731635371325966,2.924132805385825e-17,2.924132805385825e-17,-5.4128795559877584e-17,7.679360846312174e-17,2.160200079682038e-17,-5.688402578634503e-32,-5.688402578634503e-32,7.133694393950743e-33,7.133694393950743e-33,0.0,0.0,0.0
five,15.584696941200622,1.040017288839314,-0.8123571150199629,-0.8123571150199629,-7.895150053615801e-18,-7.895150053615801e-18,-3.290154380645996e-16,-3.290154380645996e-16,4.06537013784068e-16,8.716753766819347e-17,8.716753766819347e-17,-5.372954914540985e-18,-1.644722079984617e-18,0.0,0.0,0.0
six,15.475170275591548,1.41546914108184,-1.0297150173756489,-1.0297150173756489,-0.8312093819220792,2.6424841401110166e-16,2.6424841401110166e-16,-9.907899639268753e-17,-9.907899639268753e-17,3.4864779790350505e-17,3.4864779790350505e-17,7.036123636477706e-18,0.0,0.0,0.0,0.0
seven,15.573771700925755,-0.6696573391168662,0.09588563819112003,1.75300377882868e-17,1.75300377882868e-17,8.673056683076892e-16,5.818642790895899e-16,-2.502463973883481e-16,-2.502463973883481e-16,-4.923015441271895e-17,4.781251269255346e-16,7.597946930749155e-33,3.4393070469290916e-34,0.0,0.0,0.0
eight,15.277673769819781,-0.6017883501986805,0.6620572901894526,0.6620572901894526,1.067167578108372e-08,-1.0671675731901265e-08,3.613229423822567e-19,3.613229423822567e-19,1.2080862405064646e-16,-8.619006973177487e-17,-8.619006973177487e-17,-4.143679513026788e-16,0.0,-2.039288348856156e-48,0.0,0.0
nine,15.452986860293434,-0.45298686029343366,-3.0714943291588173e-14,-3.0714943291588173e-14,-5.50783386384601e-09,-5.50783386384601e-09,-3.80598485433827e-16,4.661761760615433e-16,5.507863770105132e-09,5.507863770105132e-09,1.6849683947411863e-15,4.7614086560475095e-17,-1.4180467510441262e-16,0.0,0.0,0.0
comma,15.937253933193768,0.06274606680622827,1.699229309907877e-16,1.699229309907877e-16,-3.99604278161545e-18,1.8679258403237537e-28,-8.578997484715478e-32,3.635026711752858e-48,-1.7186223983573098e-64,-3.805319127209236e-57,1.0818736473909145e-80,-1.467634744472406e-80,-2.308244654446434e-128,-2.293655389508874e-112,0.0,0.0
zero,15.318164605007631,-0.6596551503487073,0.17074527267054676,0.17074527267054676,3.3372437093960367e-16,3.3372437093960367e-16,-1.0420325605129597e-16,-1.0420325605129597e-16,-9.445889788270784e-18,-4.005685384036206e-33,-4.005685384036206e-33,2.560449819162676e-32,-1.8231490071858814e-63,-8.528885738744043e-48,0.0,0.0
one,15.426167058334896,-1.413842927137534,0.9692629913583424,0.22689635842680447,-0.20848348098249386,4.0451962130468215e-16,7.30596949766109e-17,7.30596949766109e-17,-1.9040832260030492e-16,-3.9297079569117155e-17,7.659892755437663e-18,-3.525381405697053e-32,0.0,6.114108659387328e-48,0.0,0.0
two,15.483314773547876,-0.9999999999999998,-1.8441431834086263e-09,1.8441432835758992e-09,0.5166852264521173,2.6393075551353074e-16,2.6393075551353074e-16,1.7491214584013296e-17,1.7491214584013296e-17,-7.599006219127114e-17,-9.589752719575067e-19,-9.589752719575067e-19,0.0,1.3877787807814457e-17,0.0,0.0
three,15.309872617027224,-1.4513799504959215,0.3796508358678211,0.3796508358678211,-0.6177943382669517,-7.455492698051614e-16,3.6384453439279245e-16,3.6384453439279245e-16,-1.1126626721070904e-16,-1.1126626721070904e-16,4.4421781992441535e-18,1.2414017895816911e-17,0.0,3.098172092062599e-31,0.0,0.0
four,15.656997001794462,-1.5008952527814108,0.4219491254934692,0.4219491254934692,6.570842444134964e-17,6.570842444134964e-17,-2.4809375603374095e-16,-2.4809375603374095e-16,-6.714420806842165e-17,-2.1562199071981446e-18,-9.32375760903209e-33,-9.708862058347067e-32,-1.5208041205968704e-33,-4.2168791772922093e-81,-5.697340647455879e-65,0.0
five,15.329254764677806,-2.031217815122301,0.6012219837670691,-0.44962946666128334,-0.44962946666128334,-4.553914569773817e-16,2.5402408753759444e-16,2.5402408753759444e-16,1.0066918470219273e-16,-7.297021681955313e-17,-7.297021681955313e-17,-2.1309493779233663e-17,2.7892528503573686e-31,0.0,0.0,0.0
six,15.320311382801835,1.304415664457706,-1.5787869385184905,-1.0459401087410511,1.650456732876855e-16,-3.1888336490366436e-16,-1.911141887308941e-16,-3.178116639167881e-17,-3.504596372943964e-18,-8.874447941068688e-33,-8.874447941068688e-33,-6.966886178975425e-33,0.0,0.0,0.0,0.0
seven,15.46734621899473,-1.107360002130834,-1.107360002130834,0.5634053492607424,0.18396843600619198,3.1064639362227887e-16,3.1064639362227887e-16,-7.147792745667216e-16,4.0234675740877057e-16,4.140906634394072e-18,4.140906634394072e-18,5.779484975964102e-17,5.779484975964102e-17,0.0,0.0,0.0
eight,15.241307755269252,-1.5091274538258628,0.5891506003666468,0.5891506003666468,0.08951849782332542,5.872648028087058e-09,-5.872648150062414e-09,1.0737548732525106e-15,1.0737548732525106e-15,-8.558639305713239e-16,2.0400028992317067e-17,-2.3079908490252153e-16,-6.077163357286271e-64,6.933737411140319e-48,0.0,0.0
nine,15.238352254405058,0.3808238727974732,0.3808238727974732,8.43756712701514e-09,-8.437567058297365e-09,-5.40871836344817e-16,9.066300421118464e-17,9.066300421118464e-17,-7.613971819545449e-17,8.395533726892123e-17,1.6228041929244993e-30,-1.2263879809406476e-31,5.4737844804647384e-33,0.0,0.0,0.0
comma,15.874007874011815,0.1259921259881894,-6.920694841852777e-17,-6.920694841852777e-17,5.575789864505987e-16,-2.2143840962160802e-16,-2.2143840962160802e-16,1.282667740084237e-16,5.537837330376195e-32,-3.7335841410509993e-31,-3.387631824861688e-37,1.8554082539392572e-47,0.0,5.397605346934028e-79,0.0,0.0
zero,15.750063987190396,0.12496800640480989,0.12496800640480989,3.351386386786194e-16,-2.3739169228916464e-16,3.7377256450433795e-17,3.7377256450433795e-17,1.5894719693053937e-16,-3.0284642034016534e-18,4.008399849468665e-18,7.887093642247338e-19,5.0684035304741255e-20,-4.708437543453837e-36,0.0,-5.0114338314227845e-52,0.0
one,15.685294658139489,0.15735267093026206,0.15735267093026206,2.257076590792449e-16,3.2406799088882223e-16,-6.682658255377199e-17,6.61997036837638e-17,4.79710408274658e-32,-3.16836170378045e-32,1.7644245829032247e-32,-3.8893845486632136e-62,5.019135109577294e-46,-1.7992017823113518e-79,0.0,0.0,0.0
two,15.750063987190403,0.1249680064048101,0.1249680064048101,2.391692810491722e-16,-2.927479630185751e-16,-8.217559270211274e-17,7.363799234905963e-17,-4.16841798334194e-17,-1.1855793681544943e-17,1.0656798769565436e-17,1.0169484470143271e-17,-7.703719777548943e-34,1.387778780781445e-17,-8.552847072295026e-50,-1.1555579666323415e-33,0.0
three,15.482390080654401,1.2308318104620737,-1.2522659851501428,-0.46095590596631897,5.463762512961081e-10,3.1722021657864105e-16,-2.5155179690301974e-16,1.404640455956921e-16,6.083433649272375e-17,-5.807446828563913e-17,-5.807446828563913e-17,-5.46376330220811e-10,-1.334887928459511e-17,0.0,0.0,0.0
four,15.700609733428376,-0.7006097334283624,-2.948399120628759e-16,8.133267150715181e-17,-0.9999999999999998,8.320908543577278e-11,-8.320940391967702e-11,-5.0574517791134764e-17,-5.0574517791134764e-17,-1.0580612962546094e-17,3.937252072743048e-17,2.1636217172473031e-16,-2.4721041142561793e-19,0.0,0.0,0.0
five,15.372185857600709,-1.8743413714084973,0.41940229876198687,0.08275321504580285,-1.0967513100316437e-15,3.937163396086144e-16,-3.2337548763926325e-17,-3.2337548763926325e-17,-3.8507401551841973e-17,-7.761256819137227e-31,1.038519578394038e-30,-1.4240944070547774e-31,3.422667272627456e-46,0.0,0.0,0.0
six,15.534223370730773,-0.8906869700306952,-0.8906869700306952,-0.7528494306693911,5.3998441170568276e-17,5.3998441170568276e-17,7.27241478220332e-19,7.27241478220332e-19,-2.3562276773152182e-17,-5.390136678135404e-32,7.844905642089413e-32,-7.969726407583308e-49,5.909057452006306e-96,4.15816390625796e-112,0.0,0.0
seven,15.584547535604658,-1.3277304060247181,0.5751223787459837,0.1680604916740775,4.570577394901216e-09,-4.570577424324914e-09,6.538397038828768e-16,-7.301691804659637e-17,-7.301691804659637e-17,-8.277244504243554e-17,5.792194679721973e-17,2.653348798923159e-17,-2.0328179583280416e-31,0.0,0.0,0.0
eight,15.570047906120323,-0.8180152533336698,0.12398367360667405,0.12398367360667405,-3.2221699182596342e-09,3.2221700824783504e-09,-1.8071177910588064e-15,-3.290548747843768e-16,2.248596027238406e-16,-2.0089541613709836e-17,-2.0089541613709836e-17,4.343884299006313e-34,2.1289623151173164e-79,0.0,0.0,0.0
nine,15.238352254405063,0.3808238727974727,0.3808238727974727,2.5775088081371667e-16,2.5775088081371667e-16,-6.984812276763626e-17,-6.984812276763626e-17,5.236596563109564e-16,-1.6204789914922244e-16,-1.6204789914922244e-16,2.0089741472635524e-16,-2.5112559916054178e-17,-2.5112559916054178e-17,0.0,0.0,0.0
comma,15.937253933193768,0.06274606680622824,2.1159672686316543e-16,2.1159672686316543e-16,-6.932217844446637e-17,9.004069332990954e-31,3.853570776893247e-45,2.127007175050195e-63,-7.332405366130314e-49,-4.224707267022896e-68,2.8826322501020962e-83,4.42973474470227e-87,2.2323972485981933e-102,0.0,0.0,0.0
zero,15.624172530772567,0.18791373461371844,0.18791373461371844,1.0173810672000049e-16,-9.483096730924298e-17,-9.483096730924298e-17,-2.7318410276896666e-17,-5.73083932947655e-32,5.543789003307237e-32,3.68653821851168e-33,1.3024435330000358e-47,-3.0385816786431345e-63,-4.048204010200526e-80,-4.048204010200526e-80,0.0,0.0
one,15.685294658139489,0.15735267093026206,0.15735267093026206,1.187516972468004e-16,2.7962630838800696e-16,1.0728174291834989e-17,1.0728174291834989e-17,4.8703337070241776e-32,4.8703337070241776e-32,-6.623112833433067e-32,3.444744752014907e-46,2.187778808623057e-62,2.3970182936024055e-94,0.0,0.0,0.0
two,15.565808694198314,-0.8051734139626673,0.23936471976435367,-1.6073087723429108e-16,-1.6073087723429108e-16,6.914244460908457e-17,-3.2417600148098376e-18,-3.2417600148098376e-18,6.900943866927568e-18,6.900943866927568e-18,8.307701186326448e-20,8.307701186326448e-20,7.269271336841582e-35,0.0,0.0,0.0
three,15.313604200922423,-1.4927341799828184,1.4755946988635402,-0.29646471980314254,4.844933746372858e-16,-1.0338348382842582e-16,-1.0338348382842582e-16,1.892381111693192e-16,6.75481774847943e-17,-2.3949594388698457e-17,-6.118365101473399e-32,9.484798737240617e-31,1.9680388752169846e-32,0.0,0.0,0.0
